ISO,Year,IL_baseline
ARE,1986,0.0
ARE,1987,0.0
ARE,1988,0.0
ARE,1989,0.0
ARE,1990,0.0
ARE,1991,0.0
ARE,1992,0.0
ARE,1993,0.0
ARE,1994,0.0
ARE,1995,0.0
ARE,1996,0.0
ARE,1997,0.0
ARE,1998,0.0
ARE,1999,0.0
ARE,2000,0.0
ARE,2001,18.0
ARE,2002,18.0
ARE,2003,24.0
ARE,2004,21.0
ARE,2005,20.0
ARE,2006,19.0
ARE,2007,18.0
ARE,2008,17.0
ARE,2009,17.0
ARE,2010,16.3
ARE,2011,17.4
ARE,2012,28.6
ARE,2013,29.7
ARE,2014,30.6
ARE,2015,31.8
ARE,2016,31.5
ARE,2017,30.5
ARE,2018,30.2
ARG,1961,0.0
ARG,1962,0.0
ARG,1963,0.0
ARG,1964,0.0
ARG,1965,0.0
ARG,1966,0.0
ARG,1967,0.0
ARG,1968,0.0
ARG,1969,0.0
ARG,1970,0.0
ARG,1971,0.0
ARG,1972,0.0
ARG,1973,0.0
ARG,1974,0.0
ARG,1975,0.0
ARG,1976,0.0
ARG,1977,0.0
ARG,1978,0.0
ARG,1979,0.0
ARG,1980,0.0
ARG,1981,0.0
ARG,1982,0.0
ARG,1983,0.0
ARG,1984,0.0
ARG,1985,0.0
ARG,1986,0.0
ARG,1987,0.0
ARG,1988,0.0
ARG,1989,0.0
ARG,1990,0.0
ARG,1991,0.0
ARG,1992,0.0
ARG,1993,0.0
ARG,1994,0.0
ARG,1995,0.0
ARG,1996,0.0
ARG,1997,0.0
ARG,1998,0.0
ARG,1999,0.0
ARG,2000,0.0
ARG,2001,0.0
ARG,2002,4270.0
ARG,2003,3000.0
ARG,2004,3000.0
ARG,2005,3000.0
ARG,2006,3000.0
ARG,2007,3000.0
ARG,2008,3000.0
ARG,2009,3000.0
ARG,2010,3000.0
ARG,2011,3000.0
ARG,2012,2800.0
ARG,2013,2800.0
ARG,2014,2800.0
ARG,2015,2800.0
ARG,2016,2800.0
ARG,2017,2800.0
ARG,2018,2800.0
ARM,1992,0.0
ARM,1993,0.0
ARM,1994,0.0
ARM,1995,0.0
ARM,1996,0.0
ARM,1997,0.0
ARM,1998,0.0
ARM,1999,0.0
ARM,2000,0.0
ARM,2001,0.0
ARM,2002,0.0
ARM,2003,0.0
ARM,2004,0.0
ARM,2005,0.0
ARM,2006,135.87
ARM,2007,135.9
ARM,2008,135.5
ARM,2009,133.4
ARM,2010,155.9
ARM,2011,151.5
ARM,2012,129.5
ARM,2013,130.0
ARM,2014,123.2
ARM,2015,109.2
ARM,2016,92.9
ARM,2017,151.5
ARM,2018,203.3
ASM,1961,0.0
ASM,1962,0.0
ASM,1963,0.0
ASM,1964,0.0
ASM,1965,0.0
ASM,1966,0.0
ASM,1967,0.0
ASM,1968,0.0
ASM,1969,0.0
ASM,1970,0.0
ASM,1971,0.0
ASM,1972,0.0
ASM,1973,0.0
ASM,1974,0.0
ASM,1975,0.0
ASM,1976,0.0
ASM,1977,0.0
ASM,1978,0.0
ASM,1979,0.0
ASM,1980,0.0
ASM,1981,0.0
ASM,1982,0.0
ASM,1983,0.0
ASM,1984,0.0
ASM,1985,0.0
ASM,1986,0.0
ASM,1987,0.0
ASM,1988,0.0
ASM,1989,0.0
ASM,1990,0.0
ASM,1991,0.0
ASM,1992,0.0
ASM,1993,0.0
ASM,1994,0.0
ASM,1995,0.0
ASM,1996,0.0
ASM,1997,0.0
ASM,1998,0.0
ASM,1999,0.0
ASM,2000,0.0
ASM,2001,0.0
ASM,2002,0.0
ASM,2003,0.0
ASM,2004,0.0
ASM,2005,0.0
ASM,2006,0.0
ASM,2007,0.0
ASM,2008,0.0
ASM,2009,0.0
ASM,2010,0.0
ASM,2011,0.0
ASM,2012,0.0
ASM,2013,0.0
ASM,2014,0.0
ASM,2015,0.0
ASM,2016,0.0
ASM,2017,0.0
ASM,2018,0.0
ATG,1961,0.0
ATG,1962,0.0
ATG,1963,0.0
ATG,1964,0.0
ATG,1965,0.0
ATG,1966,0.0
ATG,1967,0.0
ATG,1968,0.0
ATG,1969,0.0
ATG,1970,0.0
ATG,1971,0.0
ATG,1972,0.0
ATG,1973,0.0
ATG,1974,0.0
ATG,1975,0.0
ATG,1976,0.0
ATG,1977,0.0
ATG,1978,0.0
ATG,1979,0.0
ATG,1980,0.0
ATG,1981,0.0
ATG,1982,0.0
ATG,1983,0.0
ATG,1984,0.0
ATG,1985,0.0
ATG,1986,0.0
ATG,1987,0.0
ATG,1988,0.0
ATG,1989,0.0
ATG,1990,0.0
ATG,1991,0.0
ATG,1992,0.0
ATG,1993,0.0
ATG,1994,0.0
ATG,1995,0.0
ATG,1996,0.0
ATG,1997,0.0
ATG,1998,0.0
ATG,1999,0.0
ATG,2000,0.0
ATG,2001,0.0
ATG,2002,0.0
ATG,2003,0.0
ATG,2004,0.0
ATG,2005,0.0
ATG,2006,0.0
ATG,2007,0.0
ATG,2008,0.0
ATG,2009,0.0
ATG,2010,0.0
ATG,2011,0.0
ATG,2012,0.0
ATG,2013,0.0
ATG,2014,0.0
ATG,2015,0.0
ATG,2016,0.0
ATG,2017,0.0
ATG,2018,0.0
AUS,1961,0.0
AUS,1962,0.0
AUS,1963,0.0
AUS,1964,0.0
AUS,1965,0.0
AUS,1966,0.0
AUS,1967,0.0
AUS,1968,0.0
AUS,1969,0.0
AUS,1970,0.0
AUS,1971,0.0
AUS,1972,0.0
AUS,1973,0.0
AUS,1974,0.0
AUS,1975,0.0
AUS,1976,0.0
AUS,1977,0.0
AUS,1978,0.0
AUS,1979,0.0
AUS,1980,0.0
AUS,1981,0.0
AUS,1982,0.0
AUS,1983,0.0
AUS,1984,0.0
AUS,1985,0.0
AUS,1986,0.0
AUS,1987,0.0
AUS,1988,0.0
AUS,1989,0.0
AUS,1990,0.0
AUS,1991,0.0
AUS,1992,0.0
AUS,1993,0.0
AUS,1994,0.0
AUS,1995,0.0
AUS,1996,0.0
AUS,1997,0.0
AUS,1998,0.0
AUS,1999,0.0
AUS,2000,0.0
AUS,2001,0.0
AUS,2002,0.0
AUS,2003,0.0
AUS,2004,0.0
AUS,2005,0.0
AUS,2006,0.0
AUS,2007,0.0
AUS,2008,0.0
AUS,2009,0.0
AUS,2010,0.0
AUS,2011,0.0
AUS,2012,0.0
AUS,2013,0.0
AUS,2014,0.0
AUS,2015,0.0
AUS,2016,0.0
AUS,2017,0.0
AUS,2018,0.0
AUT,1961,0.0
AUT,1962,0.0
AUT,1963,0.0
AUT,1964,0.0
AUT,1965,0.0
AUT,1966,0.0
AUT,1967,0.0
AUT,1968,0.0
AUT,1969,0.0
AUT,1970,0.0
AUT,1971,0.0
AUT,1972,0.0
AUT,1973,0.0
AUT,1974,0.0
AUT,1975,0.0
AUT,1976,0.0
AUT,1977,0.0
AUT,1978,0.0
AUT,1979,0.0
AUT,1980,0.0
AUT,1981,0.0
AUT,1982,0.0
AUT,1983,0.0
AUT,1984,0.0
AUT,1985,0.0
AUT,1986,0.0
AUT,1987,0.0
AUT,1988,0.0
AUT,1989,0.0
AUT,1990,0.0
AUT,1991,0.0
AUT,1992,0.0
AUT,1993,0.0
AUT,1994,0.0
AUT,1995,0.0
AUT,1996,0.0
AUT,1997,0.0
AUT,1998,0.0
AUT,1999,0.0
AUT,2000,0.0
AUT,2001,107.9
AUT,2002,101.0
AUT,2003,103.089
AUT,2004,91.7
AUT,2005,95.3
AUT,2006,93.2
AUT,2007,75.6
AUT,2008,47.8
AUT,2009,45.1
AUT,2010,41.8
AUT,2011,40.8
AUT,2012,39.2
AUT,2013,38.6
AUT,2014,34.9
AUT,2015,48.2
AUT,2016,50.17
AUT,2017,51.72
AUT,2018,53.03
AZE,1992,0.0
AZE,1993,0.0
AZE,1994,0.0
AZE,1995,0.0
AZE,1996,0.0
AZE,1997,0.0
AZE,1998,0.0
AZE,1999,0.0
AZE,2000,0.0
AZE,2001,59.8
AZE,2002,54.1
AZE,2003,52.9
AZE,2004,49.9
AZE,2005,45.6
AZE,2006,45.8
AZE,2007,45.6
AZE,2008,41.8
AZE,2009,41.5
AZE,2010,41.4
AZE,2011,41.9
AZE,2012,41.8
AZE,2013,41.0
AZE,2014,40.9
AZE,2015,40.2
AZE,2016,40.0
AZE,2017,39.8
AZE,2018,40.0
BDI,1961,0.0
BDI,1962,0.0
BDI,1963,0.0
BDI,1964,0.0
BDI,1965,0.0
BDI,1966,0.0
BDI,1967,0.0
BDI,1968,0.0
BDI,1969,0.0
BDI,1970,0.0
BDI,1971,0.0
BDI,1972,0.0
BDI,1973,0.0
BDI,1974,0.0
BDI,1975,0.0
BDI,1976,0.0
BDI,1977,0.0
BDI,1978,0.0
BDI,1979,0.0
BDI,1980,0.0
BDI,1981,0.0
BDI,1982,0.0
BDI,1983,0.0
BDI,1984,0.0
BDI,1985,0.0
BDI,1986,0.0
BDI,1987,0.0
BDI,1988,0.0
BDI,1989,0.0
BDI,1990,0.0
BDI,1991,0.0
BDI,1992,0.0
BDI,1993,0.0
BDI,1994,0.0
BDI,1995,0.0
BDI,1996,0.0
BDI,1997,0.0
BDI,1998,0.0
BDI,1999,0.0
BDI,2000,0.0
BDI,2001,0.0
BDI,2002,0.0
BDI,2003,0.0
BDI,2004,0.0
BDI,2005,0.0
BDI,2006,0.0
BDI,2007,0.0
BDI,2008,0.0
BDI,2009,0.0
BDI,2010,0.0
BDI,2011,0.0
BDI,2012,0.0
BDI,2013,0.0
BDI,2014,0.0
BDI,2015,0.0
BDI,2016,0.0
BDI,2017,0.0
BDI,2018,0.0
BEL,2000,0.0
BEL,2001,25.0
BEL,2002,28.0
BEL,2003,29.0
BEL,2004,24.0
BEL,2005,28.0
BEL,2006,28.0
BEL,2007,25.0
BEL,2008,12.0
BEL,2009,10.0
BEL,2010,10.0
BEL,2011,7.3
BEL,2012,8.5
BEL,2013,8.5
BEL,2014,8.0
BEL,2015,9.0
BEL,2016,9.2
BEL,2017,9.0
BEL,2018,9.0
BEN,1961,0.0
BEN,1962,0.0
BEN,1963,0.0
BEN,1964,0.0
BEN,1965,0.0
BEN,1966,0.0
BEN,1967,0.0
BEN,1968,0.0
BEN,1969,0.0
BEN,1970,0.0
BEN,1971,0.0
BEN,1972,0.0
BEN,1973,0.0
BEN,1974,0.0
BEN,1975,0.0
BEN,1976,0.0
BEN,1977,0.0
BEN,1978,0.0
BEN,1979,0.0
BEN,1980,0.0
BEN,1981,0.0
BEN,1982,0.0
BEN,1983,0.0
BEN,1984,0.0
BEN,1985,0.0
BEN,1986,0.0
BEN,1987,0.0
BEN,1988,0.0
BEN,1989,0.0
BEN,1990,0.0
BEN,1991,0.0
BEN,1992,0.0
BEN,1993,0.0
BEN,1994,0.0
BEN,1995,0.0
BEN,1996,0.0
BEN,1997,0.0
BEN,1998,0.0
BEN,1999,0.0
BEN,2000,0.0
BEN,2001,0.0
BEN,2002,0.0
BEN,2003,0.0
BEN,2004,0.0
BEN,2005,0.0
BEN,2006,0.0
BEN,2007,0.0
BEN,2008,0.0
BEN,2009,0.0
BEN,2010,0.0
BEN,2011,0.0
BEN,2012,0.0
BEN,2013,0.0
BEN,2014,0.0
BEN,2015,0.0
BEN,2016,0.0
BEN,2017,0.0
BEN,2018,0.0
BES,2011,0.0
BES,2012,0.0
BES,2013,0.0
BES,2014,0.0
BES,2015,0.0
BES,2016,0.0
BES,2017,0.0
BES,2018,0.0
BFA,1961,0.0
BFA,1962,0.0
BFA,1963,0.0
BFA,1964,0.0
BFA,1965,0.0
BFA,1966,0.0
BFA,1967,0.0
BFA,1968,0.0
BFA,1969,0.0
BFA,1970,0.0
BFA,1971,0.0
BFA,1972,0.0
BFA,1973,0.0
BFA,1974,0.0
BFA,1975,0.0
BFA,1976,0.0
BFA,1977,0.0
BFA,1978,0.0
BFA,1979,0.0
BFA,1980,0.0
BFA,1981,0.0
BFA,1982,0.0
BFA,1983,0.0
BFA,1984,0.0
BFA,1985,0.0
BFA,1986,0.0
BFA,1987,0.0
BFA,1988,0.0
BFA,1989,0.0
BFA,1990,0.0
BFA,1991,0.0
BFA,1992,0.0
BFA,1993,0.0
BFA,1994,0.0
BFA,1995,0.0
BFA,1996,0.0
BFA,1997,0.0
BFA,1998,0.0
BFA,1999,0.0
BFA,2000,0.0
BFA,2001,0.0
BFA,2002,536.0
BFA,2003,0.0
BFA,2004,0.0
BFA,2005,0.0
BFA,2006,0.0
BFA,2007,0.0
BFA,2008,0.0
BFA,2009,0.0
BFA,2010,0.0
BFA,2011,0.0
BFA,2012,0.0
BFA,2013,0.0
BFA,2014,0.0
BFA,2015,0.0
BFA,2016,0.0
BFA,2017,0.0
BFA,2018,0.0
BGD,1961,0.0
BGD,1962,0.0
BGD,1963,0.0
BGD,1964,0.0
BGD,1965,0.0
BGD,1966,0.0
BGD,1967,0.0
BGD,1968,0.0
BGD,1969,0.0
BGD,1970,0.0
BGD,1971,0.0
BGD,1972,0.0
BGD,1973,0.0
BGD,1974,0.0
BGD,1975,0.0
BGD,1976,0.0
BGD,1977,0.0
BGD,1978,0.0
BGD,1979,0.0
BGD,1980,0.0
BGD,1981,0.0
BGD,1982,0.0
BGD,1983,0.0
BGD,1984,0.0
BGD,1985,0.0
BGD,1986,0.0
BGD,1987,0.0
BGD,1988,0.0
BGD,1989,0.0
BGD,1990,0.0
BGD,1991,0.0
BGD,1992,0.0
BGD,1993,0.0
BGD,1994,0.0
BGD,1995,0.0
BGD,1996,0.0
BGD,1997,0.0
BGD,1998,0.0
BGD,1999,0.0
BGD,2000,0.0
BGD,2001,399.0
BGD,2002,406.0
BGD,2003,387.0
BGD,2004,387.0
BGD,2005,469.0
BGD,2006,614.0
BGD,2007,613.0
BGD,2008,647.0
BGD,2009,473.0
BGD,2010,531.0
BGD,2011,467.0
BGD,2012,376.0
BGD,2013,392.0
BGD,2014,376.0
BGD,2015,421.7
BGD,2016,408.34
BGD,2017,402.3
BGD,2018,367.0
BGR,1961,0.0
BGR,1962,0.0
BGR,1963,0.0
BGR,1964,0.0
BGR,1965,0.0
BGR,1966,0.0
BGR,1967,0.0
BGR,1968,0.0
BGR,1969,0.0
BGR,1970,0.0
BGR,1971,0.0
BGR,1972,0.0
BGR,1973,0.0
BGR,1974,0.0
BGR,1975,0.0
BGR,1976,0.0
BGR,1977,0.0
BGR,1978,0.0
BGR,1979,0.0
BGR,1980,0.0
BGR,1981,0.0
BGR,1982,0.0
BGR,1983,0.0
BGR,1984,0.0
BGR,1985,0.0
BGR,1986,0.0
BGR,1987,0.0
BGR,1988,0.0
BGR,1989,0.0
BGR,1990,0.0
BGR,1991,0.0
BGR,1992,0.0
BGR,1993,0.0
BGR,1994,0.0
BGR,1995,0.0
BGR,1996,0.0
BGR,1997,0.0
BGR,1998,0.0
BGR,1999,0.0
BGR,2000,0.0
BGR,2001,516.0
BGR,2002,316.0
BGR,2003,578.0
BGR,2004,438.0
BGR,2005,348.0
BGR,2006,437.0
BGR,2007,292.0
BGR,2008,229.0
BGR,2009,196.0
BGR,2010,208.0
BGR,2011,174.0
BGR,2012,128.0
BGR,2013,121.0
BGR,2014,92.0
BGR,2015,235.2
BGR,2016,192.0
BGR,2017,160.0
BGR,2018,150.0
BHR,1961,0.0
BHR,1962,0.0
BHR,1963,0.0
BHR,1964,0.0
BHR,1965,0.0
BHR,1966,0.0
BHR,1967,0.0
BHR,1968,0.0
BHR,1969,0.0
BHR,1970,0.0
BHR,1971,0.0
BHR,1972,0.0
BHR,1973,0.0
BHR,1974,0.0
BHR,1975,0.0
BHR,1976,0.0
BHR,1977,0.0
BHR,1978,0.0
BHR,1979,0.0
BHR,1980,0.0
BHR,1981,0.0
BHR,1982,0.0
BHR,1983,0.0
BHR,1984,0.0
BHR,1985,0.0
BHR,1986,0.0
BHR,1987,0.0
BHR,1988,0.0
BHR,1989,0.0
BHR,1990,0.0
BHR,1991,0.0
BHR,1992,0.0
BHR,1993,0.0
BHR,1994,0.0
BHR,1995,0.0
BHR,1996,0.0
BHR,1997,0.0
BHR,1998,0.0
BHR,1999,0.0
BHR,2000,0.0
BHR,2001,0.0
BHR,2002,0.0
BHR,2003,0.0
BHR,2004,0.0
BHR,2005,0.0
BHR,2006,0.0
BHR,2007,0.0
BHR,2008,0.0
BHR,2009,0.0
BHR,2010,0.0
BHR,2011,0.0
BHR,2012,0.0
BHR,2013,0.0
BHR,2014,0.0
BHR,2015,0.0
BHR,2016,0.0
BHR,2017,0.0
BHR,2018,0.0
BHS,1961,0.0
BHS,1962,0.0
BHS,1963,0.0
BHS,1964,0.0
BHS,1965,0.0
BHS,1966,0.0
BHS,1967,0.0
BHS,1968,0.0
BHS,1969,0.0
BHS,1970,0.0
BHS,1971,0.0
BHS,1972,0.0
BHS,1973,0.0
BHS,1974,0.0
BHS,1975,0.0
BHS,1976,0.0
BHS,1977,0.0
BHS,1978,0.0
BHS,1979,0.0
BHS,1980,0.0
BHS,1981,0.0
BHS,1982,0.0
BHS,1983,0.0
BHS,1984,0.0
BHS,1985,0.0
BHS,1986,0.0
BHS,1987,0.0
BHS,1988,0.0
BHS,1989,0.0
BHS,1990,0.0
BHS,1991,0.0
BHS,1992,0.0
BHS,1993,0.0
BHS,1994,0.0
BHS,1995,0.0
BHS,1996,0.0
BHS,1997,0.0
BHS,1998,0.0
BHS,1999,0.0
BHS,2000,0.0
BHS,2001,0.0
BHS,2002,0.0
BHS,2003,0.0
BHS,2004,0.0
BHS,2005,0.0
BHS,2006,0.0
BHS,2007,0.0
BHS,2008,0.0
BHS,2009,0.0
BHS,2010,0.0
BHS,2011,0.0
BHS,2012,0.0
BHS,2013,0.0
BHS,2014,0.0
BHS,2015,0.0
BHS,2016,0.0
BHS,2017,0.0
BHS,2018,0.0
BIH,1992,0.0
BIH,1993,0.0
BIH,1994,0.0
BIH,1995,0.0
BIH,1996,0.0
BIH,1997,0.0
BIH,1998,0.0
BIH,1999,0.0
BIH,2000,0.0
BIH,2001,411.0
BIH,2002,423.0
BIH,2003,467.0
BIH,2004,471.0
BIH,2005,472.0
BIH,2006,470.0
BIH,2007,466.0
BIH,2008,451.0
BIH,2009,472.0
BIH,2010,492.0
BIH,2011,478.0
BIH,2012,476.0
BIH,2013,431.0
BIH,2014,446.0
BIH,2015,448.0
BIH,2016,428.0
BIH,2017,466.0
BIH,2018,432.0
BLM,2011,0.0
BLM,2012,0.0
BLM,2013,0.0
BLM,2014,0.0
BLM,2015,0.0
BLM,2016,0.0
BLM,2017,0.0
BLM,2018,0.0
BLR,1992,0.0
BLR,1993,0.0
BLR,1994,0.0
BLR,1995,0.0
BLR,1996,0.0
BLR,1997,0.0
BLR,1998,0.0
BLR,1999,0.0
BLR,2000,0.0
BLR,2001,77.0
BLR,2002,131.0
BLR,2003,121.0
BLR,2004,120.0
BLR,2005,62.0
BLR,2006,27.0
BLR,2007,27.0
BLR,2008,27.0
BLR,2009,27.0
BLR,2010,24.0
BLR,2011,22.0
BLR,2012,20.0
BLR,2013,0.0
BLR,2014,0.0
BLR,2015,0.0
BLR,2016,0.0
BLR,2017,0.0
BLR,2018,0.0
BLZ,1961,0.0
BLZ,1962,0.0
BLZ,1963,0.0
BLZ,1964,0.0
BLZ,1965,0.0
BLZ,1966,0.0
BLZ,1967,0.0
BLZ,1968,0.0
BLZ,1969,0.0
BLZ,1970,0.0
BLZ,1971,0.0
BLZ,1972,0.0
BLZ,1973,0.0
BLZ,1974,0.0
BLZ,1975,0.0
BLZ,1976,0.0
BLZ,1977,0.0
BLZ,1978,0.0
BLZ,1979,0.0
BLZ,1980,0.0
BLZ,1981,0.0
BLZ,1982,0.0
BLZ,1983,0.0
BLZ,1984,0.0
BLZ,1985,0.0
BLZ,1986,0.0
BLZ,1987,0.0
BLZ,1988,0.0
BLZ,1989,0.0
BLZ,1990,0.0
BLZ,1991,0.0
BLZ,1992,0.0
BLZ,1993,0.0
BLZ,1994,0.0
BLZ,1995,0.0
BLZ,1996,0.0
BLZ,1997,0.0
BLZ,1998,0.0
BLZ,1999,0.0
BLZ,2000,0.0
BLZ,2001,0.0
BLZ,2002,21.0
BLZ,2003,0.0
